Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1484;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1450991099;JARRA PLÁSTICA, RESISTENTE, COM ALÇA E TAMPA PLÁSTICA, CAPACIDADE 5 LITROS;;;;;UNIDADE;80,0000;32,0000;2560,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1485;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2952005522;Jogo de Alicates para Anéis 4 peças;;;;;UNIDADE;1,0000;233,6500;233,6500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1486;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2952005522;Jogo de Alicates para Anéis 4 peças;;;;;UNIDADE;1,0000;233,6500;233,6500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1487;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3198999386;Jogo de Chave Comb. 6X22MM;;;;;UNIDADE;1,0000;204,3400;204,3400;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1488;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3198999386;Jogo de Chave Comb. 6X22MM;;;;;UNIDADE;1,0000;204,3400;204,3400;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1489;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3108098385;Jogo de Chave de Fenda 5 peças;;;;;UNIDADE;1,0000;73,8600;73,8600;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1490;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3108098385;Jogo de Chave de Fenda 5 peças;;;;;UNIDADE;1,0000;73,8600;73,8600;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1491;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;43521901;JOGO DE COPOS DE VIDRO;;;;;unidade;3,0000;44,9800;134,9400;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1492;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3327313840;Jogo de Copos Vidro;;;;;UNIDADE;9,0000;20,0000;180,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1493;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3327313840;Jogo de Copos Vidro;;;;;UNIDADE;9,0000;20,0000;180,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1494;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;521561404;Jogo de Formões;;;;;UNIDADE;1,0000;349,9000;349,9000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1495;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;521561404;Jogo de Formões;;;;;UNIDADE;1,0000;349,9000;349,9000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1496;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1081474326;JOGO DE TALHERES - 20 PEÇAS;;;;;unidade;3,0000;44,9000;134,7000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1497;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4058569537;Jogo de Talheres 85 pças;;;;;UNIDADE;1,0000;139,9000;139,9000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1498;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4058569537;Jogo de Talheres 85 pças;;;;;UNIDADE;1,0000;139,9000;139,9000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1499;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3435258133;JOGO DE XÍCARA/PIRES;;;;;unidade;1,0000;128,6800;128,6800;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1500;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;817257597;Jogo Xícara/Pires;;;;;UNIDADE;2,0000;60,0000;120,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1501;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;817257597;Jogo Xícara/Pires;;;;;UNIDADE;2,0000;60,0000;120,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1502;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3447274932;KIT COM 1 LUVA TÉRMICA E 1 PEGA PANELA, 100% POLIÉSTER. MEDIDAS APROXIMADAS DA LUVA: ALTURA 28CM, LARGURA 14,5 CM. PEGA PANELA: ALTURA 16,5CM, LARGURA 16,5CM, CORES VARIADAS.;;;;;UNIDADE;100,0000;60,0000;6000,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1503;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3524491665;Lixeira;;;;;UNIDADE;20,0000;400,0000;8000,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1504;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3524491665;Lixeira;;;;;UNIDADE;20,0000;400,0000;8000,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1505;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2467868056;Lixeira Coleta Seletiva;;;;;UNIDADE;1,0000;694,5600;694,5600;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1506;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2467868056;Lixeira Coleta Seletiva;;;;;UNIDADE;1,0000;694,5600;694,5600;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1507;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2937469331;LIXEIRA. LIXEIRA COM PEDAL 50L;;;;;UNIDADE;100,0000;130,0000;13000,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1508;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2749506266;PANELA CUSCUZEIRO, EM ALUMÍNIO, REVESTIDO INTERNAMENTE DE MATERIAL ANTIADERENTE, COM DIÂMETRO DE 30CM E ALTURA DE 30CM.;;;;;UNIDADE;100,0000;36,0000;3600,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1509;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1371311079;PANELA DE PRESSÃO, DE ALUMÍNIO POLIDO, CAPACIDADE 12 LITROS, CABO E ASA EM BAQUELITE, VÁLVULA DE SEGURANÇA, CONFORME NORMA DA ABNT NBR 11823/2016 E NORMAS VIGENTES.;;;;;UNIDADE;70,0000;217,0000;15190,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1510;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1227211422;PANELA DE PRESSÃO, DE ALUMÍNIO POLIDO, CAPACIDADE 20L, CABO E ASA EM BAQUELITE, TAMPA COM TRAVAS EXTERNAS SISTEMA DE SEGURANÇA, CONFORME NORMA DA ABNT NBR 11823/2016 E NORMAS VIGENTES.;;;;;UNIDADE;50,0000;630,0000;31500,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1511;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3977567199;Panelas Grandes  de Alumínio batido 50 litros;;;;;UNIDADE;2,0000;649,9000;1299,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1512;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3977567199;Panelas Grandes  de Alumínio batido 50 litros;;;;;UNIDADE;2,0000;649,9000;1299,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1513;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;848590820;PANO DE CHÃO;;;;;unidade;50,0000;6,6500;332,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1514;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3022980141;PANO DE PRATO;;;;;unidade;20,0000;4,5000;90,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1515;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1923104406;Pano de prato;;;;;UNIDADE;15,0000;9,9900;149,8500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1516;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1923104406;Pano de prato;;;;;UNIDADE;15,0000;9,9900;149,8500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1517;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3437505374;Papel toalha;;;;;UNIDADE;100,0000;8,1300;813,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1518;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3437505374;Papel toalha;;;;;UNIDADE;100,0000;8,1300;813,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1519;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;247641535;PAPEL TOALHA;;;;;unidade;20,0000;33,9400;678,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1520;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3985813492;PAPEL TOALHA, INTERFOLHADO, 2 DOBRAS 22CMX20CM, 100% CELULOSE VIRGEM, C/ 4.800FLS.;;;;;UNIDADE;50,0000;84,1900;4209,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1521;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1384711101;PEDRA PARA AFIAR, DUPLA FACE, GRANULAÇÃO 120/320, DIMENSÕES APROXIMADA: COMPRIMENTO 20CM, LARGURA 5CM, ALTURA 2,5 CM.;;;;;UNIDADE;100,0000;90,0000;9000,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1522;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3261333887;PENEIRA PLÁSTICA, EM POLIPROPILENO, 20 CM DE DIÂMETRO, COM CABO PLÁSTICO.;;;;;UNIDADE;40,0000;9,0000;360,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1523;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4135254013;PENEIRA PLÁSTICA, EM POLIPROPILENO, COM APROX. 17 CM DE DIÂMETRO, COM CABO PLÁSTICO.;;;;;UNIDADE;40,0000;7,0000;280,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1524;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4256962132;PLACA DE CORTE, PARA FRANGO, EM POLIETILENO, COR AMARELA, DIMENSÕES : C 50 X L 30 CM ESPESSURA 1,5 CM;;;;;UNIDADE;100,0000;104,0000;10400,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1525;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;471820196;PLACA DE CORTE, PARA VEGETAIS, EM POLIETILENO, COR BEGE, DIMENSÕES : C 50 X L 30 CM ESPESSURA 1,5 CM;;;;;UNIDADE;100,0000;104,0000;10400,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1526;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1836759441;Porta copo Descartaveis de parede 200ml;;;;;UNIDADE;2,0000;64,9000;129,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1527;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1836759441;Porta copo Descartaveis de parede 200ml;;;;;UNIDADE;2,0000;64,9000;129,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1528;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3669498335;Porta copo Descartaveis de parede para café 50ml;;;;;UNIDADE;2,0000;35,4000;70,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1529;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3669498335;Porta copo Descartaveis de parede para café 50ml;;;;;UNIDADE;2,0000;35,4000;70,8000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1530;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2075073820;PRATO, DE PLÁSTICO RÍGIDO, PARA MERENDA, NA COR AZUL  CAPACIDADE ENTRE 500 À 700 ML, DIMENSÕES, DIÂMETRO INTERNO DA BOCA ENTRE 160 E 195MM, LARGURA DA ABA ENTRE 3,5 E 4,5 MM, DIÂMETRO INTERNO DA BASE ENTRE 130 E 150MM ATÓXICO.;;;;;UNIDADE;12459,0000;4,7800;59554,0200;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1531;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1881452008;PRATO, EM PORCELANA BRANCA, RASO, DIÂMETRO DE 27CM;;;;;UNIDADE;50,0000;21,0000;1050,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1532;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3777281100;PRATOS DESCARTÁVEIS EM POLIESTIRENO, COR BRANCA, 15 CM, PACOTE COM 10 UNIDADES.;;;;;UNIDADE;300,0000;1,6000;480,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1533;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4113189790;Pratos descartAveis em poliestireno, cor branca, 15 cm, pacotes com 10 unidades.;;;;;Unidade;65,0000;1,6000;104,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1534;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4113189790;Pratos descartAveis em poliestireno, cor branca, 15 cm, pacotes com 10 unidades.;;;;;Unidade;65,0000;1,6000;104,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1535;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3711692387;PRATOS DESCARTÁVEIS EM POLIESTIRENO, COR BRANCA, 23 CM, PACOTE COM 10 UNIDADES.;;;;;UNIDADE;150,0000;4,3800;657,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1536;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3349030142;RALADOR, DE AÇO INOX 4 FACES, COM COLETOR, MEDINDO APROX. 30CM;;;;;UNIDADE;100,0000;35,0000;3500,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1550;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2081464351;Copo descartável 300ml, cx com 25 pct de 100 und.;;;;;UNIDADE;5,0000;74,0000;370,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1537;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3841878565;REGULADOR DE CILINDRO DE GÁS KIT PARA INSTALAÇÃO DO BOTIJÃO DE GÁS 13 KG.;;;;;UNIDADE;25,0000;55,6600;1391,5000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1538;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;640888227;TOALHA BRANCA, RETANGULAR, COR RENDA BRANCA PARA EVENTOS, MEDIDAS APROXIMADA DE 3,00 X 1,55 À  3,20 X 2,00 COM SOBRETOALHA EM ALGODÃO E RENDA.;;;;;UNIDADE;10,0000;100,0000;1000,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1539;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2241207979;TOALHA DE MESA, QUADRADA P/ 10 LUGARES, COR BRANCA, MEDINDO 2,20 X 2,20M. COMPOSIÇÃO: 100% ALGODÃO.;;;;;UNIDADE;10,0000;160,0000;1600,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1540;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;220941876;TOALHA DE MESA, QUADRADA, COR BRANCA, MEDINDO 2 X 2M, COMPOSIÇÃO: 39%.ALGODÃO/61%POLIESTER - ACABAMENTO TIPO DOHLER CLEAN.;;;;;UNIDADE;10,0000;100,0000;1000,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1541;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3693719212;TOALHA DE MESA, RETANGULAR , COR BRANCA, MEDINDO 1,40 X 2,20M COMPOSIÇÃO: PVC FLANELADO. REVESTIMENTO FLANELADO NA PARTE DE TRÁS, EM POLIÉSTER 100%;;;;;UNIDADE;10,0000;120,0000;1200,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1542;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3460875183;BANDEJA, redonda, em aço inox, diâmetro 40cm espessura 0,8mm;;;;;UNIDADE;2,0000;215,0000;430,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1543;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4224632903;Caixa de isopor, com tampa, capacidade para 24 litros.;;;;;UNIDADE;2,0000;40,0000;80,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1544;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3088901307;Caixa de isopor, com tampa, capacidade para 50 litros.;;;;;UNIDADE;5,0000;32,0000;160,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1545;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4111760625;COADOR DE PANO, tamanho M para café, com cabo de madeira.;;;;;UNIDADE;15,0000;8,0000;120,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1552;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;183866557;Fósforo de madeiras = fardos com 20 pacotes de 10 caixas, com 40 palitos.;;;;;UNIDADE;1,0000;85,0000;85,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1553;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3140686952;Garfo descartável tam. Médio caixa c/ 20 pacote c/ 50 unidades cada.;;;;;UNIDADE;1,0000;75,0000;75,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1554;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1011290903;GARRAFA PLÁSTICA TÉRMICA, capacidade 1 litros - com acionamento de pressão.;;;;;UNIDADE;10,0000;39,6000;396,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1804;Material;25-2025;AQUISIÇÃO DE INSTRUMENTOS MUSICAIS PARA FANFARRAS;Outros;Material;1773194683;PAR DE PRATOS 14'';;;;;UNIDADE;6,0000;1200,0000;7200,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1555;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1454232215;GARRAFA PLÁSTICA, TÉRMICA, capacidade 1/2 litro - com acionamento de pressão.;;;;;UNIDADE;10,0000;44,0000;440,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1556;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2105295820;PORTA COPOS, inox, diâmetro 9cm, para 06 copos.;;;;;UNIDADE;5,0000;63,0000;315,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1805;Material;25-2025;AQUISIÇÃO DE INSTRUMENTOS MUSICAIS PARA FANFARRAS;Outros;Material;3878550124;TIMBAL DE INOX;;;;;UNIDADE;6,0000;1190,0000;7140,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1808;Material;27-2025;Aquisição de itens de mobiliário escolar;Outros;Material;2647461397;ARMÁRIO EM AÇO 2 PORTAS 4 PRATELEIRAS;;;;;UNIDADE;100,0000;2304,0000;230400,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1557;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2668341569;Pratos descartáveis em poliestireno, cor branca, 15 cm, pacotes com 10 unidades.;;;;;UNIDADE;3,0000;2,0000;6,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1558;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;927971404;Pratos descartáveis em poliestireno, cor branca, 23 cm, pacotes com 10 unidades.;;;;;UNIDADE;3,0000;3,8500;11,5500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1809;Material;27-2025;Aquisição de itens de mobiliário escolar;Outros;Material;1828609992;ARMÁRIO ROUPEIRO EM AÇO 16 PORTAS;;;;;UNIDADE;40,0000;3745,0000;149800,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1559;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1892131273;Bacia plástica reforçada, capacidade 20 litros;;;;;Unidade;2,0000;13,8000;27,6000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1810;Material;27-2025;Aquisição de itens de mobiliário escolar;Outros;Material;926066608;ARQUIVO DESLIZANTE 4 GAVETAS;;;;;UNIDADE;80,0000;1390,0000;111200,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1811;Material;27-2025;Aquisição de itens de mobiliário escolar;Outros;Material;3742382631;CADEIRA FIXA INDIVIDUAL EMPILHAVEL;;;;;UNIDADE;140,0000;299,0000;41860,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1560;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;243746650;Bacia plástica reforçada, capacidade 8 litros;;;;;Unidade;5,0000;5,6000;28,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1561;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2125287722;Caçarola de aluminio polido com tampa, capacidade de 14l.;;;;;Unidade;1,0000;209,0000;209,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1562;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4156345791;Caçarola de aluminio polido com tampa, capacidade de 20l.;;;;;Unidade;1,0000;330,0000;330,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1563;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3566670022;Caçarola de aluminio polido com tampa, capacidade de 6l.;;;;;Unidade;2,0000;105,0000;210,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1564;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;4031479039;Caixa plástica com capacidade de 70 litros;;;;;Unidade;2,0000;170,0000;340,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1565;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3553554809;Caldeirão de alumínio polido com tampa, capacidade para 15 l;;;;;Unidade;2,0000;105,0000;210,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1566;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2726018355;Caneca de alumínio polido, com alça em baquelite, 3 l;;;;;Unidade;2,0000;60,0000;120,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1812;Material;27-2025;Aquisição de itens de mobiliário escolar;Outros;Material;3400255392;CADEIRA FIXA ESTOFADA SEM BRAÇOS;;;;;UNIDADE;140,0000;460,2857;64439,9999;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1813;Material;27-2025;Aquisição de itens de mobiliário escolar;Outros;Material;2777036624;ESTANTE BIBLIOTECA BAIXA;;;;;UNIDADE;30,0000;1379,0000;41370,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1567;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3162677314;Coador de pano para café, tamanho G;;;;;Unidade;10,0000;24,0000;240,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1568;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;2303227917;Coador de pano para café, tamanho M;;;;;Unidade;10,0000;12,0000;120,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1569;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3353400169;Colher de sopa em aço inox;;;;;Unidade;30,0000;8,0000;240,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1570;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;1415314884;Concha em alumínio tamanho médio;;;;;Unidade;4,0000;53,0000;212,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1571;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;3861769955;Copo Descartábel 50 ML;;;;;UNIDADE;10,0000;150,0000;1500,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1572;Material;5-2025;Aquisição de materiais de copa, cozinha e utensílios.;Outros;Material;467251657;Copo Descartável 200 ML;;;;;UNIDADE;12,0000;165,0000;1980,0000;0,0000;01/01/2025
